#-----------------------------------------------------------------------------
# Date d'extraction : 09/09/2024 - 13h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORNSV23 : Sécheresse Feu Météo modérée (jour)
#     NORNSV24 : Sécheresse Feu Météo élevée (jour)
#     NORNSV25 : Sécheresse Feu Météo très élevée (jour)
#     NORIFM20 : Indicateur feux de forêt nbj sup à 20 (jour)
#     NORIFM40 : Indicateur feux de forêt nbj sup à 40 (jour)
#     NORIFM60 : Indicateur feux de forêt nbj sup à 60 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMxq80 : Q80 IFMx
#     NORIEPx4 : Danger Feu Météo végétation morte Elevé (jour)
#     NORIEPx5 : Danger Feu Météo végétation morte Très Elevé (jour)
#     NORIFMx50 : Danger Feu Météo végétation vivante Elevé (jour)
#     NORIFMx80 : Danger Feu Météo végétation vivante Très Elevé (jour)
#     NORIS400 : Sécheresse profonde Feu Météo modérée (jour)
#     NORIS700 : Sécheresse profonde Feu Météo élevée (jour)
#     NORIS1000 : Sécheresse profonde Feu Météo très élevée (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORNSV23;NORNSV24;NORNSV25;NORIFM20;NORIFM40;NORIFM60;NORIFMxAV;NORIFMxq80;NORIEPx4;NORIEPx5;NORIFMx50;NORIFMx80;NORIS400;NORIS700;NORIS1000;
#-----------------------------------------------------------------------------
13540;48.2741;5.6239;RCP8.5;H3;19;2;0;26;4;0;5.82;10.5;59;17;2;0;35;1;0;
13541;48.2711;5.7315;RCP8.5;H3;21;2;0;31;5;0;5.67;10.25;57;15;2;0;31;1;0;
13542;48.2679;5.8392;RCP8.5;H3;19;2;0;30;5;0;5.88;10.67;59;17;2;0;34;1;0;
13543;48.2647;5.9468;RCP8.5;H3;21;3;0;32;6;1;5.63;10.16;57;15;2;0;27;1;0;
13544;48.2613;6.0544;RCP8.5;H3;17;2;0;30;5;0;5.69;10.22;58;16;2;0;27;1;0;
13545;48.2579;6.162;RCP8.5;H3;17;2;0;31;5;0;5.93;10.74;60;18;2;0;30;1;0;
13546;48.2543;6.2696;RCP8.5;H3;19;2;0;33;6;1;5.54;10.05;57;15;2;0;25;0;0;
13547;48.2507;6.3771;RCP8.5;H3;16;2;0;29;5;0;5.22;9.49;58;13;1;0;17;0;0;
13548;48.2469;6.4847;RCP8.5;H3;11;1;0;26;4;0;5.23;9.51;58;13;1;0;18;0;0;
13549;48.2431;6.5922;RCP8.5;H3;11;1;0;27;4;0;5.15;9.34;57;13;1;0;20;0;0;
13550;48.2391;6.6998;RCP8.5;H3;13;1;0;25;3;0;3.73;6.3;48;9;0;0;4;0;0;
13551;48.2351;6.8073;RCP8.5;H3;5;0;0;14;1;0;3.34;5.54;43;8;0;0;3;0;0;
13552;48.2309;6.9148;RCP8.5;H3;4;0;0;12;1;0;3.49;5.99;44;8;0;0;4;0;0;
13553;48.2267;7.0222;RCP8.5;H3;5;0;0;12;1;0;3.29;5.51;42;7;0;0;3;0;0;
13554;48.2224;7.1297;RCP8.5;H3;4;0;0;11;1;0;3.19;5.38;36;5;0;0;2;0;0;
13555;48.2179;7.2371;RCP8.5;H3;3;0;0;10;1;0;3.37;5.37;36;6;0;0;3;0;0;
13556;48.2134;7.3445;RCP8.5;H3;4;0;0;12;1;0;5.99;11.23;61;14;1;0;46;0;0;
13557;48.2088;7.4519;RCP8.5;H3;23;2;0;29;3;0;6.03;11.19;59;14;1;0;52;1;0;
13558;48.2041;7.5593;RCP8.5;H3;26;2;0;32;3;0;5.77;10.65;56;13;1;0;42;0;0;
13663;48.3865;3.4704;RCP8.5;H3;57;15;2;56;14;2;7.81;14.68;68;21;4;0;74;9;1;
13664;48.3854;3.5783;RCP8.5;H3;52;13;1;49;10;1;8.19;15.47;71;24;6;0;74;8;1;
13665;48.3842;3.6863;RCP8.5;H3;51;12;1;52;13;2;8.09;15.25;70;24;5;0;76;8;1;
13666;48.3829;3.7943;RCP8.5;H3;52;12;1;52;12;1;8.02;15.13;70;23;5;0;74;8;1;
13667;48.3815;3.9022;RCP8.5;H3;51;11;1;51;12;1;8.08;15.4;70;23;5;0;77;8;0;
13668;48.38;4.0102;RCP8.5;H3;54;11;0;52;12;1;8.11;15.33;70;23;5;0;79;9;0;
13669;48.3785;4.1181;RCP8.5;H3;57;10;0;53;12;1;7.79;14.7;68;22;5;0;74;7;0;
13670;48.3768;4.226;RCP8.5;H3;53;9;0;50;11;1;7.76;14.45;68;23;4;0;73;8;0;
13671;48.375;4.334;RCP8.5;H3;52;8;0;50;11;1;7.84;14.69;68;21;4;0;75;8;0;
13672;48.3731;4.4419;RCP8.5;H3;51;9;0;49;10;1;7.2;13.42;66;19;3;0;62;6;0;
13673;48.3712;4.5498;RCP8.5;H3;43;6;0;44;8;0;7.16;13.1;66;20;3;0;60;5;0;
13674;48.3691;4.6577;RCP8.5;H3;42;6;0;44;8;1;7.04;12.84;65;19;3;0;58;5;0;
13675;48.3669;4.7656;RCP8.5;H3;40;5;0;43;8;1;6.55;12.06;64;18;2;0;46;1;0;
13676;48.3646;4.8735;RCP8.5;H3;30;3;0;38;6;0;5.78;10.57;59;15;2;0;39;1;0;
13677;48.3623;4.9814;RCP8.5;H3;24;2;0;32;5;0;5.53;10;56;15;2;0;33;0;0;
13678;48.3598;5.0892;RCP8.5;H3;22;2;0;31;5;0;5.48;9.79;55;15;2;0;32;0;0;
13679;48.3572;5.1971;RCP8.5;H3;21;2;0;29;5;0;5.68;10.24;57;16;2;0;36;0;0;
13680;48.3546;5.3049;RCP8.5;H3;22;2;0;31;5;0;5.22;9.25;53;14;2;0;29;0;0;
13681;48.3518;5.4128;RCP8.5;H3;19;2;0;27;4;0;5.67;10.3;56;16;2;0;33;0;0;
13682;48.3489;5.5206;RCP8.5;H3;20;2;0;30;5;0;5.62;10.25;57;15;2;0;32;1;0;
13683;48.346;5.6284;RCP8.5;H3;19;2;0;29;5;0;5.93;10.91;60;17;2;0;36;1;0;
13684;48.3429;5.7362;RCP8.5;H3;21;2;0;32;5;0;5.77;10.51;58;16;2;0;33;1;0;
13685;48.3398;5.844;RCP8.5;H3;20;2;0;30;5;0;5.86;10.73;59;16;2;0;34;1;0;
13686;48.3365;5.9517;RCP8.5;H3;21;2;0;31;5;0;5.81;10.48;59;16;2;0;30;1;0;
13687;48.3331;6.0595;RCP8.5;H3;19;2;0;32;5;1;5.88;10.63;60;17;2;0;29;1;0;
13688;48.3297;6.1672;RCP8.5;H3;18;2;0;33;5;1;5.93;10.73;60;18;2;0;30;1;0;
13689;48.3261;6.275;RCP8.5;H3;19;2;0;33;6;1;5.69;10.37;59;16;2;0;26;0;0;
13690;48.3225;6.3827;RCP8.5;H3;17;2;0;30;5;1;5.29;9.62;59;14;1;0;18;0;0;
13691;48.3187;6.4904;RCP8.5;H3;11;1;0;27;4;0;5.24;9.52;58;13;1;0;18;0;0;
13692;48.3149;6.5981;RCP8.5;H3;11;1;0;27;4;0;5.33;9.6;59;14;1;0;20;0;0;
13693;48.3109;6.7057;RCP8.5;H3;12;1;0;27;4;0;4.96;8.89;55;12;1;0;16;0;0;
13694;48.3069;6.8134;RCP8.5;H3;12;1;0;24;3;0;3.53;5.89;45;8;0;0;3;0;0;
13695;48.3028;6.921;RCP8.5;H3;4;0;0;13;1;0;3.74;6.42;47;9;0;0;5;0;0;
13696;48.2985;7.0286;RCP8.5;H3;6;0;0;15;1;0;3.46;5.74;43;8;0;0;3;0;0;
13697;48.2942;7.1362;RCP8.5;H3;4;0;0;13;1;0;3.12;5.04;39;7;0;0;2;0;0;
13698;48.2897;7.2438;RCP8.5;H3;3;0;0;10;1;0;3.5;5.9;37;6;0;0;6;0;0;
13699;48.2852;7.3514;RCP8.5;H3;6;0;0;13;1;0;5.13;9.52;53;9;0;0;28;0;0;
13700;48.2806;7.4589;RCP8.5;H3;16;1;0;23;2;0;6.14;11.3;60;14;1;0;56;1;0;
13701;48.2758;7.5665;RCP8.5;H3;28;2;0;32;4;0;5.81;10.72;57;13;1;0;43;0;0;
13702;48.271;7.674;RCP8.5;H3;23;2;0;29;3;0;5.81;10.72;57;13;1;0;43;0;0;
13806;48.4584;3.4719;RCP8.5;H3;64;18;2;59;14;2;8.02;15.22;69;21;4;0;80;11;1;
13807;48.4573;3.58;RCP8.5;H3;56;14;1;51;11;1;7.84;14.81;68;21;4;0;77;10;1;
13808;48.4561;3.6882;RCP8.5;H3;54;13;1;50;10;1;8.29;15.94;71;24;5;0;81;10;0;
13809;48.4548;3.7963;RCP8.5;H3;55;12;1;54;12;2;8.28;15.6;71;24;5;0;79;9;1;
13810;48.4534;3.9044;RCP8.5;H3;55;12;1;54;12;2;8.33;15.92;72;24;6;0;82;9;0;
13811;48.452;4.0125;RCP8.5;H3;57;12;0;53;12;1;7.97;15.06;69;23;5;0;77;8;0;
13812;48.4504;4.1205;RCP8.5;H3;55;10;0;52;11;1;7.97;15.06;69;23;5;0;77;8;0;
13813;48.4487;4.2286;RCP8.5;H3;55;10;0;52;11;1;7.74;14.42;67;23;4;0;73;8;0;
13814;48.4469;4.3367;RCP8.5;H3;52;8;0;50;11;1;7.91;14.76;68;23;4;0;76;10;0;
13815;48.445;4.4448;RCP8.5;H3;52;9;0;51;11;1;7.89;14.71;68;23;4;0;76;9;0;
13816;48.4431;4.5528;RCP8.5;H3;52;9;0;51;11;1;7.24;13.51;66;20;3;0;63;6;0;
13817;48.441;4.6609;RCP8.5;H3;43;6;0;45;8;1;6.8;12.65;66;18;2;0;51;3;0;
13818;48.4388;4.7689;RCP8.5;H3;34;4;0;40;7;0;6.73;12.46;65;18;2;0;50;2;0;
13819;48.4365;4.877;RCP8.5;H3;33;3;0;39;7;0;6.61;12.25;65;18;2;0;49;2;0;
13820;48.4342;4.985;RCP8.5;H3;31;3;0;38;7;0;5.8;10.55;59;15;1;0;39;0;0;
13821;48.4317;5.093;RCP8.5;H3;25;2;0;33;5;0;5.59;10.09;57;15;2;0;32;0;0;
13822;48.4291;5.201;RCP8.5;H3;23;2;0;31;5;0;5.6;10.15;57;15;2;0;32;0;0;
13823;48.4264;5.309;RCP8.5;H3;23;2;0;30;5;0;5.32;9.5;54;14;2;0;31;0;0;
13824;48.4237;5.417;RCP8.5;H3;20;2;0;28;4;0;5.6;9.92;58;16;2;0;23;0;0;
13825;48.4208;5.525;RCP8.5;H3;17;2;0;30;5;1;5.65;10.3;57;15;2;0;32;1;0;
13826;48.4178;5.6329;RCP8.5;H3;19;2;0;30;5;0;5.86;10.77;59;17;2;0;35;1;0;
13827;48.4148;5.7409;RCP8.5;H3;20;2;0;31;5;0;6.02;11.12;61;17;2;0;36;1;0;
13828;48.4116;5.8488;RCP8.5;H3;22;2;0;32;6;0;7.48;13.77;74;23;4;0;35;1;0;
13829;48.4084;5.9567;RCP8.5;H3;22;3;1;44;9;2;7.17;13.18;71;21;4;0;32;1;0;
13830;48.405;6.0646;RCP8.5;H3;20;3;1;41;8;2;7.74;14.13;76;25;5;0;37;1;0;
13831;48.4015;6.1725;RCP8.5;H3;23;3;1;46;10;2;6.11;11.19;60;16;2;0;38;1;0;
13832;48.398;6.2804;RCP8.5;H3;23;3;1;33;5;0;5.9;10.8;61;18;2;0;29;1;0;
13833;48.3943;6.3882;RCP8.5;H3;19;2;0;32;5;0;5.32;9.75;59;14;1;0;17;0;0;
13834;48.3906;6.4961;RCP8.5;H3;11;1;0;28;4;0;5.33;9.77;59;14;1;0;17;0;0;
13835;48.3867;6.6039;RCP8.5;H3;11;1;0;28;4;0;5.45;9.84;60;15;1;0;19;0;0;
13836;48.3828;6.7117;RCP8.5;H3;12;1;0;28;4;0;5.13;9.2;57;14;1;0;16;0;0;
13837;48.3787;6.8195;RCP8.5;H3;12;1;0;26;4;0;3.87;6.53;49;11;0;0;5;0;0;
13838;48.3746;6.9273;RCP8.5;H3;6;0;0;16;2;0;3.78;6.53;47;10;0;0;5;0;0;
13839;48.3703;7.0351;RCP8.5;H3;6;0;0;15;1;0;3.2;5.25;40;7;0;0;2;0;0;
13840;48.366;7.1428;RCP8.5;H3;3;0;0;11;1;0;3.35;5.45;36;6;0;0;5;0;0;
13841;48.3615;7.2506;RCP8.5;H3;6;0;0;12;1;0;3.35;5.47;36;6;0;0;4;0;0;
13842;48.357;7.3583;RCP8.5;H3;5;0;0;12;1;0;3.64;6.26;39;6;0;0;8;0;0;
13843;48.3523;7.466;RCP8.5;H3;7;0;0;14;1;0;6.01;11.07;59;14;1;0;52;1;0;
13844;48.3476;7.5736;RCP8.5;H3;26;2;0;31;3;0;5.88;10.87;58;14;1;0;48;0;0;
13845;48.3428;7.6813;RCP8.5;H3;24;2;0;30;4;0;5.91;10.92;59;14;1;0;49;0;0;
13949;48.5303;3.4735;RCP8.5;H3;52;13;1;52;12;2;7.92;14.96;68;21;4;0;78;11;1;
13950;48.5292;3.5818;RCP8.5;H3;55;13;1;51;10;1;8.07;15.31;69;22;4;0;81;11;1;
13951;48.528;3.69;RCP8.5;H3;57;14;1;52;11;1;7.63;14.65;68;21;4;0;77;9;0;
13952;48.5267;3.7983;RCP8.5;H3;53;11;0;48;9;1;7.59;14.63;68;21;4;0;79;8;0;
13953;48.5253;3.9065;RCP8.5;H3;54;11;0;48;9;1;8.39;16.21;72;25;5;0;87;10;0;
13954;48.5239;4.0148;RCP8.5;H3;58;12;0;55;12;2;8.2;15.73;71;24;5;0;81;9;0;
13955;48.5223;4.123;RCP8.5;H3;56;10;0;53;12;1;8.17;15.65;71;24;5;0;81;9;0;
13956;48.5206;4.2312;RCP8.5;H3;56;10;0;53;12;1;8.07;15.37;70;24;5;0;82;9;0;
13957;48.5188;4.3395;RCP8.5;H3;56;10;0;52;11;1;7.96;15.06;69;23;4;0;82;9;0;
13958;48.5169;4.4477;RCP8.5;H3;54;9;0;52;11;1;7.91;14.96;69;23;4;0;80;9;0;
13959;48.5149;4.5559;RCP8.5;H3;53;9;0;51;11;1;7.23;13.45;65;20;3;0;67;5;0;
13960;48.5129;4.6641;RCP8.5;H3;43;6;0;45;8;1;6.84;12.73;66;18;2;0;52;3;0;
13961;48.5107;4.7723;RCP8.5;H3;35;4;0;40;7;0;6.76;12.55;66;18;2;0;50;2;0;
13962;48.5084;4.8805;RCP8.5;H3;34;3;0;39;7;0;6.68;12.41;66;18;2;0;50;2;0;
13963;48.506;4.9886;RCP8.5;H3;32;3;0;38;7;0;6.44;11.91;63;18;3;0;44;1;0;
13964;48.5036;5.0968;RCP8.5;H3;29;3;0;36;7;0;5.78;10.49;58;16;2;0;35;0;0;
13965;48.501;5.2049;RCP8.5;H3;25;2;0;32;5;0;5.38;9.68;54;14;2;0;29;0;0;
13966;48.4983;5.3131;RCP8.5;H3;20;2;0;29;4;0;5.77;10.35;58;17;3;0;25;0;0;
13967;48.4955;5.4212;RCP8.5;H3;19;1;0;32;6;1;5.71;10.23;57;17;3;0;24;0;0;
13968;48.4927;5.5293;RCP8.5;H3;18;2;0;31;6;1;5.63;10.03;56;16;2;0;22;0;0;
13969;48.4897;5.6374;RCP8.5;H3;17;2;0;30;5;0;6.11;11.2;61;17;3;0;34;0;0;
13970;48.4866;5.7455;RCP8.5;H3;22;2;0;34;6;0;6.39;11.73;63;18;3;0;37;1;0;
13971;48.4835;5.8536;RCP8.5;H3;24;3;0;36;7;1;5.94;10.93;60;16;2;0;32;1;0;
13972;48.4802;5.9617;RCP8.5;H3;20;2;0;32;5;0;5.81;10.68;56;14;2;0;33;1;0;
13973;48.4768;6.0697;RCP8.5;H3;21;3;0;30;5;0;6.08;11.09;60;16;2;0;38;1;0;
13974;48.4734;6.1778;RCP8.5;H3;22;3;0;33;5;0;5.99;10.95;59;16;2;0;35;1;0;
13975;48.4698;6.2858;RCP8.5;H3;22;2;0;32;5;0;5.93;10.79;59;16;2;0;33;1;0;
13976;48.4661;6.3938;RCP8.5;H3;21;2;0;32;5;0;5.85;10.59;59;16;2;0;33;1;0;
13977;48.4624;6.5018;RCP8.5;H3;22;2;0;31;5;0;5.87;10.64;59;16;2;0;34;1;0;
13978;48.4585;6.6098;RCP8.5;H3;22;2;0;31;5;0;5.76;10.19;58;16;2;0;34;0;0;
13979;48.4546;6.7178;RCP8.5;H3;21;2;0;30;5;0;5.73;10.3;58;15;2;0;32;0;0;
13980;48.4505;6.8257;RCP8.5;H3;21;2;0;30;5;0;5.55;9.9;56;14;2;0;30;0;0;
13981;48.4464;6.9336;RCP8.5;H3;20;2;0;29;4;0;3.67;6.29;46;9;0;0;4;0;0;
13982;48.4421;7.0415;RCP8.5;H3;5;0;0;14;1;0;3.12;5.21;39;6;0;0;3;0;0;
13983;48.4378;7.1494;RCP8.5;H3;3;0;0;10;1;0;3.41;5.76;37;5;0;0;8;0;0;
13984;48.4333;7.2573;RCP8.5;H3;6;0;0;12;1;0;2.84;4.48;29;4;0;0;3;0;0;
13985;48.4288;7.3652;RCP8.5;H3;3;0;0;8;0;0;3.23;5.4;34;5;0;0;6;0;0;
13986;48.4241;7.473;RCP8.5;H3;5;0;0;10;1;0;6.05;11.13;58;14;1;0;56;1;0;
13987;48.4194;7.5808;RCP8.5;H3;28;2;0;30;3;0;6.02;11.1;59;14;1;0;51;0;0;
13988;48.4145;7.6886;RCP8.5;H3;26;2;0;31;4;0;6.04;11.14;60;14;1;0;52;1;0;
14093;48.6011;3.5835;RCP8.5;H3;50;12;1;49;12;2;7.36;13.63;64;20;4;0;72;8;1;
14094;48.5999;3.6919;RCP8.5;H3;49;12;1;46;10;1;7.47;14;65;20;4;0;75;9;0;
14095;48.5986;3.8003;RCP8.5;H3;52;12;1;47;10;1;7.64;14.74;69;21;4;0;79;9;0;
14096;48.5972;3.9087;RCP8.5;H3;54;11;0;50;9;1;7.6;14.64;68;21;4;0;78;9;0;
14097;48.5958;4.0171;RCP8.5;H3;54;11;0;49;9;1;8.2;15.74;71;24;5;0;82;8;0;
14098;48.5942;4.1255;RCP8.5;H3;55;11;0;54;12;2;8.07;15.35;70;24;5;0;79;9;0;
14099;48.5925;4.2338;RCP8.5;H3;55;11;0;52;11;1;7.96;15.15;69;23;4;0;79;9;0;
14100;48.5907;4.3422;RCP8.5;H3;55;9;0;52;11;1;7;13.04;63;19;3;0;72;7;0;
14101;48.5888;4.4506;RCP8.5;H3;47;8;0;44;7;1;7.03;13.11;63;19;3;0;72;7;0;
14102;48.5868;4.5589;RCP8.5;H3;47;8;0;44;7;1;7.1;13.16;64;18;3;0;72;8;0;
14103;48.5847;4.6673;RCP8.5;H3;48;7;0;44;8;1;7.41;13.92;69;22;3;0;62;4;0;
14104;48.5826;4.7756;RCP8.5;H3;41;5;0;47;9;1;7.33;13.75;70;22;3;0;53;5;0;
14105;48.5803;4.884;RCP8.5;H3;37;5;0;43;9;0;6.75;12.56;66;18;2;0;48;3;0;
14106;48.5779;4.9923;RCP8.5;H3;33;4;0;39;7;0;6.6;12.18;65;19;2;0;46;2;0;
14107;48.5754;5.1006;RCP8.5;H3;32;4;0;38;7;0;5.88;10.79;60;16;2;0;38;1;0;
14108;48.5729;5.2089;RCP8.5;H3;27;2;0;33;5;0;6.11;10.93;62;19;3;0;30;0;0;
14109;48.5702;5.3172;RCP8.5;H3;22;2;0;34;7;1;5.97;10.65;61;18;3;0;28;0;0;
14110;48.5674;5.4255;RCP8.5;H3;21;2;0;33;6;1;5.84;10.43;60;18;3;0;28;0;0;
14111;48.5645;5.5337;RCP8.5;H3;20;1;0;32;6;1;5.68;10.2;58;17;2;0;21;0;0;
14112;48.5616;5.642;RCP8.5;H3;16;1;0;31;5;0;6.31;11.58;63;18;3;0;36;0;0;
14113;48.5585;5.7502;RCP8.5;H3;24;2;0;35;7;1;8.08;15.02;78;27;5;0;42;0;0;
14114;48.5553;5.8585;RCP8.5;H3;28;2;0;49;11;2;8.28;15.35;81;28;5;0;44;1;0;
14115;48.552;5.9667;RCP8.5;H3;27;4;0;50;11;2;5.89;10.83;57;15;2;0;35;1;0;
14116;48.5487;6.0749;RCP8.5;H3;22;3;0;31;5;0;6.16;11.27;61;16;2;0;40;1;0;
14117;48.5452;6.1831;RCP8.5;H3;23;3;0;33;5;0;5.96;10.88;59;16;2;0;34;1;0;
14118;48.5416;6.2912;RCP8.5;H3;22;2;0;32;5;0;5.98;10.91;59;16;2;0;34;1;0;
14119;48.538;6.3994;RCP8.5;H3;22;2;0;32;5;0;6;10.85;59;16;2;0;33;1;0;
14120;48.5342;6.5075;RCP8.5;H3;23;2;0;32;5;0;5.93;10.64;58;16;2;0;34;1;0;
14121;48.5303;6.6157;RCP8.5;H3;22;2;0;32;5;0;5.86;10.49;58;16;2;0;33;1;0;
14122;48.5264;6.7238;RCP8.5;H3;22;2;0;31;4;0;5.75;10.31;58;15;2;0;31;1;0;
14123;48.5223;6.8319;RCP8.5;H3;21;2;0;31;5;0;4.81;8.47;54;12;1;0;14;0;0;
14124;48.5182;6.94;RCP8.5;H3;12;1;0;24;3;0;4.36;7.66;48;10;0;0;12;0;0;
14125;48.5139;7.048;RCP8.5;H3;10;0;0;20;2;0;3.79;6.59;41;6;0;0;9;0;0;
14126;48.5095;7.1561;RCP8.5;H3;8;0;0;15;1;0;3.22;5.27;34;5;0;0;6;0;0;
14127;48.5051;7.2641;RCP8.5;H3;5;0;0;11;1;0;3.63;6.35;40;6;0;0;9;0;0;
14128;48.5005;7.3721;RCP8.5;H3;6;0;0;13;1;0;3.82;6.47;42;8;0;0;9;0;0;
14129;48.4959;7.4801;RCP8.5;H3;7;1;0;17;2;0;6.29;11.64;59;15;1;0;72;1;0;
14130;48.4911;7.588;RCP8.5;H3;34;3;0;34;4;0;6.02;11.1;59;14;1;0;51;0;0;
14131;48.4863;7.696;RCP8.5;H3;26;2;0;31;4;0;6.08;11.22;60;14;1;0;53;1;0;
14235;48.6741;3.4766;RCP8.5;H3;52;14;1;50;12;2;7.22;13.33;63;20;4;0;69;7;0;
14236;48.673;3.5852;RCP8.5;H3;47;11;0;44;9;1;7.17;13.23;63;20;4;0;68;7;0;
14237;48.6718;3.6938;RCP8.5;H3;46;10;0;44;9;1;7.3;13.63;64;20;4;0;71;8;0;
14238;48.6705;3.8023;RCP8.5;H3;49;11;1;45;9;1;7.53;14.51;67;22;4;0;77;8;0;
14239;48.6691;3.9109;RCP8.5;H3;53;11;0;49;9;1;7.53;14.52;68;22;4;0;77;9;0;
14240;48.6677;4.0194;RCP8.5;H3;53;11;0;49;9;1;7.25;13.86;65;21;3;0;72;6;0;
14241;48.6661;4.1279;RCP8.5;H3;48;9;0;46;8;1;7.89;14.95;69;23;4;0;76;8;0;
14242;48.6644;4.2365;RCP8.5;H3;52;10;0;51;11;1;7.87;14.9;69;23;4;0;76;8;0;
14243;48.6626;4.345;RCP8.5;H3;52;10;0;51;11;1;6.92;12.94;63;19;3;0;67;6;0;
14244;48.6607;4.4535;RCP8.5;H3;44;7;0;42;7;1;6.97;13.06;63;19;3;0;68;6;0;
14245;48.6587;4.562;RCP8.5;H3;45;8;0;43;7;1;7.19;13.55;65;19;3;0;74;7;0;
14246;48.6566;4.6705;RCP8.5;H3;48;8;0;45;8;1;7.54;14.29;70;22;3;0;64;4;0;
14247;48.6544;4.779;RCP8.5;H3;40;4;0;47;9;1;6.94;13.16;67;20;2;0;57;3;0;
14248;48.6522;4.8875;RCP8.5;H3;36;3;0;43;7;0;6.81;12.72;67;19;3;0;50;3;0;
14249;48.6498;4.996;RCP8.5;H3;34;4;0;40;7;0;6.73;12.41;68;21;3;0;39;2;0;
14250;48.6473;5.1044;RCP8.5;H3;28;3;0;40;8;1;6.45;11.78;66;21;3;0;35;1;0;
14251;48.6447;5.2129;RCP8.5;H3;25;3;0;38;8;1;6.22;11.32;63;19;3;0;32;1;0;
14252;48.642;5.3213;RCP8.5;H3;23;2;0;36;7;1;6.01;10.77;61;19;3;0;30;0;0;
14253;48.6393;5.4297;RCP8.5;H3;21;1;0;34;7;1;5.86;10.46;60;18;3;0;29;0;0;
14254;48.6364;5.5381;RCP8.5;H3;20;1;0;33;6;1;5.73;10.28;58;17;2;0;22;0;0;
14255;48.6334;5.6466;RCP8.5;H3;16;1;0;31;6;0;6.48;11.94;65;19;3;0;39;0;0;
14256;48.6303;5.7549;RCP8.5;H3;25;2;0;36;7;1;8.04;14.94;77;27;5;0;41;0;0;
14257;48.6272;5.8633;RCP8.5;H3;27;2;0;48;10;2;8.45;15.71;82;28;6;0;49;1;0;
14258;48.6239;5.9717;RCP8.5;H3;29;4;0;52;11;2;6.17;11.44;61;16;2;0;39;1;0;
14259;48.6205;6.08;RCP8.5;H3;25;3;0;35;5;0;5.98;10.96;60;16;2;0;34;1;0;
14260;48.617;6.1884;RCP8.5;H3;22;2;0;33;5;0;6.07;11.05;61;17;2;0;34;1;0;
14261;48.6135;6.2967;RCP8.5;H3;22;2;0;34;5;0;6.19;11.31;62;17;2;0;38;1;0;
14262;48.6098;6.405;RCP8.5;H3;23;2;0;35;5;0;6.07;10.97;60;17;2;0;34;1;0;
14263;48.606;6.5133;RCP8.5;H3;24;2;0;34;5;0;5.97;10.71;59;16;2;0;31;1;0;
14264;48.6022;6.6216;RCP8.5;H3;22;2;0;33;5;0;5.93;10.62;59;16;2;0;31;1;0;
14265;48.5982;6.7298;RCP8.5;H3;22;2;0;33;5;0;5.87;10.56;58;15;2;0;31;1;0;
14266;48.5941;6.8381;RCP8.5;H3;21;2;0;32;5;0;4.81;8.47;54;12;1;0;14;0;0;
14267;48.59;6.9463;RCP8.5;H3;12;1;0;24;3;0;4.64;8.23;52;11;1;0;14;0;0;
14268;48.5857;7.0545;RCP8.5;H3;12;1;0;22;2;0;4.41;7.95;48;9;0;0;12;0;0;
14269;48.5813;7.1627;RCP8.5;H3;9;0;0;20;2;0;3.72;6.41;40;7;0;0;7;0;0;
14270;48.5769;7.2709;RCP8.5;H3;6;0;0;14;1;0;3.15;5.17;33;5;0;0;5;0;0;
14271;48.5723;7.379;RCP8.5;H3;4;0;0;11;1;0;5.59;10.09;53;13;1;0;55;0;0;
14272;48.5676;7.4872;RCP8.5;H3;27;2;0;29;3;0;6.26;11.56;58;14;1;0;75;1;0;
14273;48.5629;7.5953;RCP8.5;H3;38;3;0;34;4;0;6.16;11.28;59;16;1;0;66;1;0;
14274;48.558;7.7034;RCP8.5;H3;32;2;0;35;5;0;5.85;10.83;58;14;1;0;43;0;0;
14378;48.746;3.4782;RCP8.5;H3;47;12;0;46;11;2;7.23;13.36;64;20;4;0;70;7;0;
14379;48.7449;3.5869;RCP8.5;H3;47;11;0;44;9;1;7.18;13.37;63;20;4;0;67;7;0;
14380;48.7437;3.6956;RCP8.5;H3;46;10;0;44;9;1;7.17;13.35;63;20;4;0;67;7;0;
14381;48.7424;3.8043;RCP8.5;H3;46;10;0;44;9;1;7.28;13.77;66;20;3;0;72;8;0;
14382;48.741;3.913;RCP8.5;H3;49;10;0;47;8;1;7.44;14.15;67;21;3;0;76;9;0;
14383;48.7395;4.0217;RCP8.5;H3;52;11;0;48;8;1;7.21;13.72;66;20;3;0;72;7;0;
14384;48.738;4.1304;RCP8.5;H3;48;9;0;46;8;1;6.97;13.13;64;19;3;0;68;6;0;
14385;48.7363;4.2391;RCP8.5;H3;44;9;0;43;8;1;6.91;12.97;63;19;3;0;67;6;0;
